FORMAT OF THE SUBSETTED FILE
    
    ITEMS                      FORMAT   
     
 1 YEAR                          I4        
 2 DOY                           I4        
 3 Hour                          I3        
 4 Dst-index, nT                 I6        
 5 f10.7_index                   F6.1

2018 221  9    -2  72.2
2018 221 10    -2  72.2
2018 221 11    -2  72.2
2018 221 12    -5  72.2
2018 221 13    -5  72.2
2018 221 14    -4  72.2
2018 221 15    -4  72.2
2018 221 16    -4  72.2
2018 221 17    -6  72.2
2018 221 18    -5  72.2
2018 221 19    -4  72.2
2018 221 20    -1  72.2
2018 221 21     2  72.2
2018 221 22     4  72.2
2018 221 23     5  72.2
2018 222  0     5  71.4
2018 222  1     4  71.4
2018 222  2     1  71.4
2018 222  3     1  71.4
2018 222  4     1  71.4
2018 222  5     4  71.4
2018 222  6     6  71.4
2018 222  7     7  71.4
2018 222  8     8  71.4
2018 222  9     7  71.4
2018 222 10     9  71.4
2018 222 11     8  71.4
2018 222 12     9  71.4
2018 222 13     7  71.4
2018 222 14     8  71.4
2018 222 15     5  71.4
2018 222 16     4  71.4
2018 222 17     4  71.4
2018 222 18     3  71.4
2018 222 19     3  71.4
2018 222 20     1  71.4
2018 222 21     1  71.4
2018 222 22    -1  71.4
2018 222 23     2  71.4
2018 223  0     4  69.3
2018 223  1     4  69.3
2018 223  2     7  69.3
2018 223  3     7  69.3
2018 223  4     9  69.3
2018 223  5     4  69.3
2018 223  6     1  69.3
2018 223  7     5  69.3
2018 223  8     1  69.3
2018 223  9     3  69.3
2018 223 10     6  69.3
2018 223 11     9  69.3
2018 223 12     6  69.3
2018 223 13     3  69.3
2018 223 14    -6  69.3
2018 223 15    -6  69.3
2018 223 16    -1  69.3
2018 223 17     3  69.3
2018 223 18     4  69.3
2018 223 19     1  69.3
2018 223 20    -3  69.3
2018 223 21   -13  69.3
2018 223 22   -16  69.3
2018 223 23   -14  69.3
2018 224  0    -9  69.9
2018 224  1    -5  69.9
2018 224  2    -3  69.9
2018 224  3    -4  69.9
2018 224  4    -4  69.9
2018 224  5    -3  69.9
2018 224  6    -1  69.9
2018 224  7     0  69.9
2018 224  8     0  69.9
2018 224  9    -2  69.9
2018 224 10    -3  69.9
2018 224 11    -3  69.9
2018 224 12     0  69.9
2018 224 13     8  69.9
2018 224 14    10  69.9
2018 224 15    10  69.9
2018 224 16     8  69.9
2018 224 17     6  69.9
2018 224 18     1  69.9
2018 224 19    -7  69.9
2018 224 20    -6  69.9
2018 224 21    -6  69.9
2018 224 22    -4  69.9
2018 224 23    -2  69.9
2018 225  0    -2  69.6
2018 225  1    -2  69.6
2018 225  2     0  69.6
2018 225  3    -3  69.6
2018 225  4    -6  69.6
2018 225  5    -6  69.6
2018 225  6    -6  69.6
2018 225  7    -4  69.6
2018 225  8    -4  69.6
2018 225  9   -10  69.6
2018 225 10   -13  69.6
2018 225 11   -14  69.6
2018 225 12   -13  69.6
2018 225 13   -13  69.6
2018 225 14   -11  69.6
2018 225 15    -8  69.6
2018 225 16    -6  69.6
2018 225 17    -4  69.6
2018 225 18    -3  69.6
2018 225 19    -3  69.6
2018 225 20    -3  69.6
2018 225 21    -3  69.6
2018 225 22    -1  69.6
2018 225 23    -2  69.6
2018 226  0    -2  70.5
2018 226  1     0  70.5
2018 226  2     2  70.5
2018 226  3     1  70.5
2018 226  4     0  70.5
2018 226  5    -1  70.5
2018 226  6     1  70.5
2018 226  7     2  70.5
2018 226  8     1  70.5
2018 226  9     2  70.5
2018 226 10     4  70.5
2018 226 11     6  70.5
2018 226 12     3  70.5
2018 226 13     5  70.5
2018 226 14     7  70.5
2018 226 15    12  70.5
2018 226 16    12  70.5
2018 226 17    13  70.5
2018 226 18    15  70.5
2018 226 19    16  70.5
2018 226 20    15  70.5
2018 226 21    14  70.5
2018 226 22    12  70.5
2018 226 23    12  70.5
2018 227  0    12  70.6
2018 227  1    11  70.6
2018 227  2    11  70.6
2018 227  3    10  70.6
2018 227  4    10  70.6
2018 227  5    11  70.6
2018 227  6     4  70.6
2018 227  7    -4  70.6
2018 227  8   -10  70.6
2018 227  9    -6  70.6
2018 227 10    -2  70.6
2018 227 11    -8  70.6
2018 227 12   -22  70.6
2018 227 13   -31  70.6
2018 227 14   -32  70.6
2018 227 15   -29  70.6
2018 227 16   -23  70.6
2018 227 17   -21  70.6
2018 227 18   -25  70.6
2018 227 19   -22  70.6
2018 227 20   -15  70.6
2018 227 21   -18  70.6
2018 227 22   -23  70.6
2018 227 23   -26  70.6
2018 228  0   -26  70.0
2018 228  1   -27  70.0
2018 228  2   -30  70.0
2018 228  3   -32  70.0
2018 228  4   -34  70.0
2018 228  5   -31  70.0
2018 228  6   -26  70.0
2018 228  7   -20  70.0
2018 228  8   -13  70.0
2018 228  9   -11  70.0
2018 228 10   -12  70.0
2018 228 11   -17  70.0
2018 228 12   -19  70.0
2018 228 13   -15  70.0
2018 228 14   -13  70.0
2018 228 15   -13  70.0
2018 228 16   -16  70.0
2018 228 17   -16  70.0
2018 228 18   -19  70.0
2018 228 19   -20  70.0
2018 228 20   -17  70.0
2018 228 21   -18  70.0
2018 228 22   -17  70.0
2018 228 23   -17  70.0
2018 229  0   -18  69.0
2018 229  1   -23  69.0
2018 229  2   -23  69.0
2018 229  3   -34  69.0
2018 229  4   -37  69.0
2018 229  5   -29  69.0
2018 229  6   -29  69.0
2018 229  7   -30  69.0
2018 229  8   -24  69.0
2018 229  9   -26  69.0
2018 229 10   -23  69.0
2018 229 11   -22  69.0
2018 229 12   -21  69.0
2018 229 13   -19  69.0
2018 229 14   -17  69.0
2018 229 15   -17  69.0
2018 229 16   -18  69.0
2018 229 17   -18  69.0
2018 229 18   -20  69.0
2018 229 19   -23  69.0
2018 229 20   -25  69.0
2018 229 21   -22  69.0
2018 229 22   -19  69.0
2018 229 23   -16  69.0
2018 230  0   -20  68.9
2018 230  1   -17  68.9
2018 230  2   -14  68.9
2018 230  3   -10  68.9
2018 230  4    -9  68.9
2018 230  5   -16  68.9
2018 230  6   -19  68.9
2018 230  7   -19  68.9
2018 230  8   -20  68.9
2018 230  9   -20  68.9
2018 230 10   -14  68.9
2018 230 11   -14  68.9
2018 230 12   -15  68.9
2018 230 13   -12  68.9
2018 230 14   -11  68.9
2018 230 15   -15  68.9
2018 230 16   -24  68.9
2018 230 17   -26  68.9
2018 230 18   -20  68.9
2018 230 19   -18  68.9
2018 230 20   -16  68.9
2018 230 21   -17  68.9
2018 230 22   -20  68.9
2018 230 23   -22  68.9
2018 231  0   -20  68.4
2018 231  1   -19  68.4
2018 231  2   -16  68.4
2018 231  3   -14  68.4
2018 231  4   -16  68.4
2018 231  5   -19  68.4
2018 231  6   -20  68.4
2018 231  7   -19  68.4
2018 231  8   -14  68.4
2018 231  9   -10  68.4
2018 231 10    -9  68.4
2018 231 11    -8  68.4
2018 231 12    -6  68.4
2018 231 13    -4  68.4
2018 231 14    -3  68.4
2018 231 15    -2  68.4
2018 231 16    -2  68.4
2018 231 17     4  68.4
2018 231 18     6  68.4
2018 231 19     7  68.4
2018 231 20    10  68.4
2018 231 21    14  68.4
2018 231 22     6  68.4
2018 231 23    -8  68.4
2018 232  0   -15  69.6
2018 232  1   -18  69.6
2018 232  2   -12  69.6
2018 232  3   -10  69.6
2018 232  4   -12  69.6
2018 232  5    -5  69.6
2018 232  6     0  69.6
2018 232  7    -6  69.6
2018 232  8    -5  69.6
2018 232  9    -7  69.6
2018 232 10    -8  69.6
2018 232 11   -10  69.6
2018 232 12   -10  69.6
2018 232 13   -12  69.6
2018 232 14   -10  69.6
2018 232 15    -9  69.6
2018 232 16   -14  69.6
2018 232 17   -20  69.6
2018 232 18   -19  69.6
2018 232 19   -19  69.6
2018 232 20   -16  69.6
2018 232 21   -17  69.6
2018 232 22   -14  69.6
2018 232 23   -13  69.6
2018 233  0   -17  69.4
2018 233  1   -18  69.4
2018 233  2   -14  69.4
2018 233  3   -12  69.4
2018 233  4   -11  69.4
2018 233  5   -10  69.4
2018 233  6   -10  69.4
2018 233  7    -8  69.4
2018 233  8    -5  69.4
2018 233  9    -7  69.4
2018 233 10    -9  69.4
2018 233 11   -10  69.4
2018 233 12   -11  69.4
2018 233 13   -12  69.4
2018 233 14   -12  69.4
2018 233 15   -14  69.4
2018 233 16   -16  69.4
2018 233 17   -14  69.4
2018 233 18    -9  69.4
2018 233 19    -8  69.4
2018 233 20    -5  69.4
2018 233 21    -3  69.4
2018 233 22    -2  69.4
2018 233 23    -5  69.4
2018 234  0    -6  68.4
2018 234  1    -5  68.4
2018 234  2    -7  68.4
2018 234  3   -13  68.4
2018 234  4   -12  68.4
2018 234  5    -8  68.4
2018 234  6    -7  68.4
2018 234  7    -8  68.4
2018 234  8    -4  68.4
2018 234  9    -5  68.4
2018 234 10    -4  68.4
2018 234 11    -2  68.4
2018 234 12    -4  68.4
2018 234 13    -7  68.4
2018 234 14    -6  68.4
2018 234 15    -8  68.4
2018 234 16   -10  68.4
2018 234 17   -10  68.4
2018 234 18    -7  68.4
2018 234 19    -6  68.4
2018 234 20    -7  68.4
2018 234 21    -6  68.4
2018 234 22    -7  68.4
2018 234 23   -11  68.4
2018 235  0   -14  71.1
2018 235  1   -15  71.1
2018 235  2   -14  71.1
2018 235  3   -10  71.1
2018 235  4    -8  71.1
2018 235  5    -6  71.1
2018 235  6    -7  71.1
2018 235  7    -7  71.1
2018 235  8    -6  71.1
2018 235  9    -4  71.1
2018 235 10    -4  71.1
2018 235 11    -6  71.1
2018 235 12    -7  71.1
2018 235 13    -5  71.1
2018 235 14    -8  71.1
2018 235 15   -12  71.1
2018 235 16   -14  71.1
2018 235 17   -13  71.1
2018 235 18   -13  71.1
2018 235 19   -12  71.1
2018 235 20   -12  71.1
2018 235 21   -10  71.1
2018 235 22   -11  71.1
2018 235 23   -11  71.1
2018 236  0   -10  74.0
2018 236  1    -9  74.0
2018 236  2   -10  74.0
2018 236  3    -8  74.0
2018 236  4    -6  74.0
2018 236  5    -5  74.0
2018 236  6    -4  74.0
2018 236  7     4  74.0
2018 236  8     8  74.0
2018 236  9     6  74.0
2018 236 10     6  74.0
2018 236 11     4  74.0
2018 236 12     5  74.0
2018 236 13    -2  74.0
2018 236 14    -8  74.0
2018 236 15   -11  74.0
2018 236 16    -9  74.0
2018 236 17    -7  74.0
2018 236 18    -4  74.0
2018 236 19    -4  74.0
2018 236 20    -6  74.0
2018 236 21    -5  74.0
2018 236 22    -4  74.0
2018 236 23    -5  74.0
2018 237  0    -4  73.1
2018 237  1    -4  73.1
2018 237  2    -1  73.1
2018 237  3     2  73.1
2018 237  4     5  73.1
2018 237  5     7  73.1
2018 237  6     6  73.1
2018 237  7    10  73.1
2018 237  8    19  73.1
2018 237  9    14  73.1
2018 237 10    17  73.1
2018 237 11    15  73.1
2018 237 12    16  73.1
2018 237 13    18  73.1
2018 237 14    15  73.1
2018 237 15    12  73.1
2018 237 16     8  73.1
2018 237 17     5  73.1
2018 237 18    -8  73.1
2018 237 19   -25  73.1
2018 237 20   -36  73.1
2018 237 21   -30  73.1
2018 237 22   -33  73.1
2018 237 23   -49  73.1
2018 238  0   -60  72.6
2018 238  1   -74  72.6
2018 238  2   -85  72.6
2018 238  3  -104  72.6
2018 238  4  -127  72.6
2018 238  5  -154  72.6
2018 238  6  -174  72.6
2018 238  7  -174  72.6
2018 238  8  -149  72.6
2018 238  9  -156  72.6
2018 238 10  -140  72.6
2018 238 11  -128  72.6
2018 238 12  -111  72.6
2018 238 13   -92  72.6
2018 238 14   -78  72.6
2018 238 15   -81  72.6
2018 238 16   -86  72.6
2018 238 17   -85  72.6
2018 238 18   -74  72.6
2018 238 19   -73  72.6
2018 238 20   -81  72.6
2018 238 21   -74  72.6
2018 238 22   -69  72.6
2018 238 23   -63  72.6
2018 239  0   -62  71.0
2018 239  1   -61  71.0
2018 239  2   -60  71.0
2018 239  3   -60  71.0
2018 239  4   -62  71.0
2018 239  5   -61  71.0
2018 239  6   -67  71.0
2018 239  7   -70  71.0
2018 239  8   -65  71.0
2018 239  9   -62  71.0
2018 239 10   -59  71.0
2018 239 11   -58  71.0
2018 239 12   -56  71.0
2018 239 13   -54  71.0
2018 239 14   -57  71.0
2018 239 15   -63  71.0
2018 239 16   -63  71.0
2018 239 17   -61  71.0
2018 239 18   -55  71.0
2018 239 19   -55  71.0
2018 239 20   -52  71.0
2018 239 21   -49  71.0
2018 239 22   -49  71.0
2018 239 23   -48  71.0
2018 240  0   -47  71.2
2018 240  1   -46  71.2
2018 240  2   -45  71.2
2018 240  3   -44  71.2
2018 240  4   -42  71.2
2018 240  5   -40  71.2
2018 240  6   -40  71.2
2018 240  7   -42  71.2
2018 240  8   -38  71.2
2018 240  9   -40  71.2
2018 240 10   -40  71.2
2018 240 11   -38  71.2
2018 240 12   -40  71.2
2018 240 13   -45  71.2
2018 240 14   -47  71.2
2018 240 15   -46  71.2
2018 240 16   -43  71.2
2018 240 17   -38  71.2
2018 240 18   -35  71.2
2018 240 19   -33  71.2
2018 240 20   -33  71.2
2018 240 21   -31  71.2
2018 240 22   -27  71.2
2018 240 23   -28  71.2
2018 241  0   -31  71.8
2018 241  1   -34  71.8
2018 241  2   -35  71.8
2018 241  3   -36  71.8
2018 241  4   -37  71.8
2018 241  5   -35  71.8
2018 241  6   -35  71.8
2018 241  7   -34  71.8
2018 241  8   -31  71.8
2018 241  9   -31  71.8
2018 241 10   -32  71.8
2018 241 11   -34  71.8
2018 241 12   -36  71.8
2018 241 13   -39  71.8
2018 241 14   -40  71.8
2018 241 15   -39  71.8
2018 241 16   -40  71.8
2018 241 17   -38  71.8
2018 241 18   -33  71.8
2018 241 19   -33  71.8
2018 241 20   -35  71.8
2018 241 21   -32  71.8
2018 241 22   -31  71.8
2018 241 23   -33  71.8
2018 242  0   -33  69.6
2018 242  1   -33  69.6
2018 242  2   -29  69.6
2018 242  3   -26  69.6
2018 242  4   -26  69.6
2018 242  5   -25  69.6
2018 242  6   -25  69.6
2018 242  7   -26  69.6
2018 242  8   -24  69.6
2018 242  9   -25  69.6
2018 242 10   -25  69.6
2018 242 11   -24  69.6
2018 242 12   -25  69.6
2018 242 13   -27  69.6
2018 242 14   -27  69.6
2018 242 15   -27  69.6
2018 242 16   -27  69.6
2018 242 17   -24  69.6
2018 242 18   -26  69.6
2018 242 19   -30  69.6
2018 242 20   -30  69.6
2018 242 21   -28  69.6
2018 242 22   -26  69.6
2018 242 23   -24  69.6
2018 243  0   -27  68.8
2018 243  1   -27  68.8
2018 243  2   -26  68.8
2018 243  3   -23  68.8
2018 243  4   -19  68.8
2018 243  5   -13  68.8
2018 243  6    -7  68.8
2018 243  7   -10  68.8
2018 243  8    -9  68.8
2018 243  9   -12  68.8
2018 243 10   -12  68.8
2018 243 11   -13  68.8
2018 243 12   -10  68.8
2018 243 13   -11  68.8
2018 243 14   -17  68.8
2018 243 15   -21  68.8
2018 243 16   -22  68.8
2018 243 17   -23  68.8
2018 243 18   -21  68.8
2018 243 19   -13  68.8
2018 243 20   -15  68.8
2018 243 21   -16  68.8
2018 243 22   -18  68.8
2018 243 23   -20  68.8
2018 244  0   -12  69.5
2018 244  1   -10  69.5
2018 244  2    -7  69.5
2018 244  3    -7  69.5
2018 244  4    -6  69.5
2018 244  5    -6  69.5
2018 244  6    -4  69.5
2018 244  7    -4  69.5
2018 244  8    -4  69.5
2018 244  9    -3  69.5
2018 244 10    -2  69.5
2018 244 11     0  69.5
2018 244 12     1  69.5
2018 244 13    -2  69.5
2018 244 14    -3  69.5
2018 244 15    -5  69.5
2018 244 16    -8  69.5
2018 244 17    -9  69.5
2018 244 18    -8  69.5
2018 244 19    -8  69.5
2018 244 20    -8  69.5
2018 244 21    -8  69.5
2018 244 22    -7  69.5
2018 244 23    -6  69.5
2018 245  0    -8  68.9
2018 245  1    -9  68.9
2018 245  2    -7  68.9
2018 245  3    -7  68.9
2018 245  4    -6  68.9
2018 245  5    -4  68.9
2018 245  6    -2  68.9
2018 245  7     0  68.9
2018 245  8     0  68.9
2018 245  9     0  68.9
2018 245 10     0  68.9
2018 245 11    -2  68.9
2018 245 12    -2  68.9
2018 245 13    -3  68.9
2018 245 14    -4  68.9
2018 245 15    -7  68.9
2018 245 16    -7  68.9
2018 245 17    -6  68.9
2018 245 18    -6  68.9
2018 245 19    -6  68.9
2018 245 20    -6  68.9
2018 245 21    -7  68.9
2018 245 22    -4  68.9
2018 245 23    -3  68.9
2018 246  0    -2  69.3
2018 246  1     0  69.3
2018 246  2     0  69.3
2018 246  3     1  69.3
2018 246  4     0  69.3
2018 246  5     2  69.3
2018 246  6     4  69.3
2018 246  7     3  69.3
2018 246  8     0  69.3
2018 246  9     0  69.3
2018 246 10     2  69.3
2018 246 11     3  69.3
2018 246 12     4  69.3
2018 246 13     3  69.3
2018 246 14     1  69.3
2018 246 15     0  69.3
2018 246 16    -1  69.3
2018 246 17     1  69.3
2018 246 18     3  69.3
2018 246 19     3  69.3
2018 246 20     3  69.3
2018 246 21     2  69.3
2018 246 22     1  69.3
2018 246 23     8  69.3
2018 247  0    15  68.6
2018 247  1    18  68.6
2018 247  2    13  68.6
2018 247  3     9  68.6
2018 247  4     4  68.6
2018 247  5    -4  68.6
2018 247  6    -4  68.6
2018 247  7    -3  68.6
2018 247  8    -2  68.6
2018 247  9    -2  68.6
2018 247 10    -1  68.6
2018 247 11     1  68.6
2018 247 12     2  68.6
2018 247 13     6  68.6
2018 247 14     6  68.6
2018 247 15     3  68.6
2018 247 16    -2  68.6
2018 247 17    -2  68.6
2018 247 18     0  68.6
2018 247 19    -1  68.6
2018 247 20    -7  68.6
2018 247 21    -8  68.6
2018 247 22   -10  68.6
2018 247 23   -17  68.6
2018 248  0   -21  68.6
2018 248  1   -20  68.6
2018 248  2   -23  68.6
2018 248  3   -19  68.6
2018 248  4   -14  68.6
2018 248  5   -16  68.6
2018 248  6   -10  68.6
2018 248  7   -12  68.6
2018 248  8   -12  68.6
2018 248  9   -12  68.6
2018 248 10   -17  68.6
2018 248 11   -10  68.6
2018 248 12    -5  68.6
2018 248 13    -4  68.6
2018 248 14    -9  68.6
2018 248 15   -14  68.6
2018 248 16   -14  68.6
2018 248 17   -13  68.6
2018 248 18   -12  68.6
2018 248 19   -10  68.6
2018 248 20   -11  68.6
2018 248 21   -13  68.6
2018 248 22   -13  68.6
2018 248 23   -13  68.6
2018 249  0   -11  68.4
2018 249  1   -10  68.4
2018 249  2    -7  68.4
2018 249  3    -6  68.4
2018 249  4    -8  68.4
2018 249  5   -11  68.4
2018 249  6   -13  68.4
2018 249  7   -11  68.4
2018 249  8   -10  68.4
2018 249  9    -8  68.4
2018 249 10    -6  68.4
2018 249 11    -6  68.4
2018 249 12    -6  68.4
2018 249 13    -9  68.4
2018 249 14    -9  68.4
2018 249 15    -7  68.4
2018 249 16    -5  68.4
2018 249 17    -5  68.4
2018 249 18    -5  68.4
2018 249 19    -4  68.4
2018 249 20    -4  68.4
2018 249 21    -1  68.4
2018 249 22     5  68.4
2018 249 23    11  68.4
2018 250  0    20  68.6
2018 250  1    17  68.6
2018 250  2    17  68.6
2018 250  3    18  68.6
2018 250  4    21  68.6
2018 250  5    19  68.6
2018 250  6    16  68.6
2018 250  7    10  68.6
2018 250  8     8  68.6
2018 250  9     7  68.6
2018 250 10     4  68.6
2018 250 11     2  68.6
2018 250 12    -2  68.6
2018 250 13    -6  68.6
2018 250 14    -7  68.6
2018 250 15    -6  68.6
2018 250 16    -6  68.6
2018 250 17    -6  68.6
2018 250 18    -5  68.6
2018 250 19    -6  68.6
2018 250 20    -7  68.6
2018 250 21    -5  68.6
2018 250 22    -4  68.6
2018 250 23    -3  68.6
2018 251  0    -3  69.7
2018 251  1     1  69.7
2018 251  2     5  69.7
2018 251  3     5  69.7
2018 251  4     5  69.7
2018 251  5     4  69.7
2018 251  6     4  69.7
2018 251  7    11  69.7
2018 251  8    11  69.7
2018 251  9     9  69.7
2018 251 10     6  69.7
2018 251 11     0  69.7
2018 251 12    -2  69.7
2018 251 13    -2  69.7
2018 251 14    -1  69.7
2018 251 15     2  69.7
2018 251 16     1  69.7
2018 251 17    -4  69.7
2018 251 18    -4  69.7
2018 251 19    -4  69.7
2018 251 20    -4  69.7
2018 251 21    -2  69.7
2018 251 22     0  69.7
2018 251 23    -1  69.7
2018 252  0     1  69.4
2018 252  1     2  69.4
2018 252  2     5  69.4
2018 252  3     6  69.4
2018 252  4     7  69.4
2018 252  5     7  69.4
2018 252  6     8  69.4
2018 252  7     7  69.4
2018 252  8    11  69.4
2018 252  9     6  69.4
2018 252 10     4  69.4
2018 252 11     4  69.4
2018 252 12     4  69.4
2018 252 13     1  69.4
2018 252 14     4  69.4
2018 252 15     6  69.4
2018 252 16     8  69.4
2018 252 17     3  69.4
2018 252 18     2  69.4
2018 252 19     4  69.4
2018 252 20     3  69.4
2018 252 21     0  69.4
2018 252 22    -5  69.4
2018 252 23    -5  69.4
2018 253  0    -3  69.9
2018 253  1     1  69.9
2018 253  2     3  69.9
2018 253  3     3  69.9
2018 253  4     3  69.9
2018 253  5     1  69.9
2018 253  6     1  69.9
2018 253  7     0  69.9
2018 253  8     3  69.9
2018 253  9     4  69.9
2018 253 10     6  69.9
2018 253 11     3  69.9
2018 253 12    -6  69.9
2018 253 13   -19  69.9
2018 253 14   -21  69.9
2018 253 15   -17  69.9
2018 253 16   -20  69.9
2018 253 17   -26  69.9
2018 253 18   -31  69.9
2018 253 19   -24  69.9
2018 253 20   -23  69.9
2018 253 21   -32  69.9
2018 253 22   -48  69.9
2018 253 23   -50  69.9
2018 254  0   -31  70.3
2018 254  1   -19  70.3
2018 254  2   -16  70.3
2018 254  3   -23  70.3
2018 254  4   -40  70.3
2018 254  5   -36  70.3
2018 254  6   -32  70.3
2018 254  7   -38  70.3
2018 254  8   -39  70.3
2018 254  9   -57  70.3
2018 254 10   -60  70.3
2018 254 11   -55  70.3
2018 254 12   -41  70.3
2018 254 13   -43  70.3
2018 254 14   -49  70.3
2018 254 15   -51  70.3
2018 254 16   -49  70.3
2018 254 17   -44  70.3
2018 254 18   -39  70.3
2018 254 19   -33  70.3
2018 254 20   -28  70.3
2018 254 21   -23  70.3
2018 254 22   -22  70.3
2018 254 23   -22  70.3
2018 255  0   -19  70.6
2018 255  1   -20  70.6
2018 255  2   -20  70.6
2018 255  3   -20  70.6
2018 255  4   -19  70.6
2018 255  5   -19  70.6
2018 255  6   -20  70.6
2018 255  7   -19  70.6
2018 255  8   -17  70.6
2018 255  9   -18  70.6
2018 255 10   -15  70.6
2018 255 11   -16  70.6
2018 255 12   -17  70.6
2018 255 13   -20  70.6
2018 255 14   -17  70.6
2018 255 15   -16  70.6
2018 255 16   -17  70.6
2018 255 17   -15  70.6
2018 255 18   -14  70.6
2018 255 19   -15  70.6
2018 255 20   -13  70.6
2018 255 21   -11  70.6
2018 255 22    -9  70.6
2018 255 23   -11  70.6
2018 256  0    -6  70.5
2018 256  1    -7  70.5
2018 256  2    -4  70.5
2018 256  3   -12  70.5
2018 256  4   -18  70.5
2018 256  5   -23  70.5
2018 256  6   -22  70.5
2018 256  7   -18  70.5
2018 256  8   -14  70.5
2018 256  9   -12  70.5
